,text,labels
242,@najwakaram عَ جَمالا ..و عَ حَلاها...و عَلى قَلبا ،، يا رَبّ الكَون خَليهون.. خَليهون يبقوا يدلّووو 💁😌… https://t.co/r3TYDNodzc,Entertainment
243,ياريتني ميشيل حايك 😂😍❤😘🙈😂😂😘😍😍❤@kfourywael ❤ @adelkaram9 ❤ https://t.co/sSgQxDfjWC,None
244,@najwakaram و الشّمس تنْدَهلي ارْتجي..الله يعين قَلب لنَطر !✨💙#نزلت_البحر #NezeltLBa7r,Entertainment
245,@najwakaram يا فَرحة قَلبي😍#نجوى_كرم,Entertainment
246,انسانة متزوجة أحبت رجلاً أخر، برأي هي... #تصويت_سورية,None
247,@najwakaram 🌸غلّ فيي غلّ ~ أنا منّك ما بملّ! 💁🙈https://t.co/ncRUjDugaK#YekhrebBaytak 💜💟💛,None
248,@shahedat97 غروبات ؟,None
249,دقيقة بس,None
250,@najwakaram عَ جوانِح شَمس الغنيّة..بطير بصَوتي و عَلّي فيّي😍#لو_سألوني #نجوى_كرم ❣💫https://t.co/7v6hXGNYTK,Entertainment
251,الأمم المتحدة رفضت إدخال مساعدات عن طريق #الكاستيلو عندما كان بيد الثوارو اليوم تصر على دخول المساعدات عن طريق الكاستيلونفاق,None
252,#عاجل || أسير و عشرات القتلى من المليشيات الطائفية التي حاولت التقدم باتجاه #شويحنة في ريف #حلب الشمالي .,Military_SecurityAleppo
253,الله يرحمه 🙌💔 https://t.co/l1cXuQnFaF,None
254,“Irgua'a Tani” by @CyrineAbdlNour الحُبّ أشواق وحَنانمن قبل الدنيا دي كانموجود وفي كلّ مَكانإنّما عن عَيني بَعيدhttps://t.co/MkJB6pm45D,None
255,@saadlamjarred1 حظ موفق ان شاء الله اليوم سعد ليلة مميزة اكيد رح تكون 💛🙏🏻❤️😍 https://t.co/sLBBWrJa5t,None
256,@KfouryNarmen @asmaaziii @crazygirl1055 @sanfuraroro @samira_hn 😂😂😭بليييز ✋ خلي قصتنا بعيدة عن القضاء,None
257,@AbdallahSh_ مابعرف هي الصورة من المرّة الماضية بس اليوم كمان هية وكم حدا عم يعملو نفس الشي https://t.co/vLXuWt9Xbw,None
258,#ريف_حلب_الغربي #عاجل || الطيران الحربي يغير بالرشاشات الثقيلة على بلدات #أورم_الكبرى #كفرناها #تقاد #ريف_المهندسين ومحيط الفوج 46,None
259,#همستي إذا زارك يوم جديدفلا تكدره بالذنوبفإنه ضيف لن يعودوقل له مرحبا بضيف كريمثم أحسن ضيافتهبابتسامة😄 من قلب… https://t.co/8K5U8eIroZ,None
260,كل مابروح ع دكتور بهالبلد بقلي مافيك شي طب دكتور عم حس بدوخة .. ابعد عن النت بقلي مافيك شي .. طب حللي .. يا ابني والله مافيك شي,None
261,ماني زعلان لان تركتيني..زعلان لانك خليتيني امحي كلشي اناتي عندي بحجة الغيرة واخر شي كبيتيلي ع@#&amp; مي باردة..كيف بدي ارجع راضيهن هلق,None
262,مطلوب فتاة حسنة المظهر ولبقه للعمل في كفي شوب في.. https://t.co/ExfaOjgSVf #سورية #دمشق,None
263,@arabqoute الآن ...مرحلة الرشد,None
264,آخر همي قصتكن ها جيبو نجوى #MBC25,None
265,صورة بتجيب السعادة 💛 الله يخليكم لبعض ما احلاكم ياربي 💛❤️💛❤️💛 @saadlamjarred1 الأب نعمة لا تقدر بثمن ❤️💛 https://t.co/JmiuOCHNxz,None
266,@halla01234 @mazen1985123 لا رفث ولا فسوق ولا جدال ✋🏼,None
267,@Deutschland_cia قصدي إنو كلامك متل كلام رجال باب الحارة.. متخلف😜😜,None
268,"كن قليل الكلام ، وكثير التجاهل تسعد .""",None
269,@najwakaram دخيلَك خبّيهن لـ يحسدوني عليك..https://t.co/K080Fmuywj#HabibiMinMusicVideo,Entertainment
270,@najwakaram 👀حاكاني الحبّ لأني كتبت هي ع الFB 🙈🙈https://t.co/NbkAHrmXYP,None
271,@FreeBrain_ @_AbdullahFaqeeh أغبى من هيك ما شفت وماذا عن زنى اللسان الذي أرتكبته؟ المؤمن ليس بالطعان أو اللعان أو الفاحش أو البذيء,None
272,إنتوا الأحبا وإلكن الصدارة❤خبطة قدمكن عالأرض مسموعة❤✌خطوة العز وجبهة المرفوعة ...✌❤#الاسد #بوتين #نصرالله https://t.co/IjK9dAzZ29,None
273,انو كلشي درستو اجا بس والله ما تذكرت شي 🤓,None
274,@najwakaram ناقصنا جنون نحنا؟! كل ما بتكتبيلنا هيك تويت اذا كان في براسنا شوية عقل بيطير 😭😭😭,None
275,سَتَمضي اللَيالي وَ تُشفى الجُروح..وَ يَبقى الثَناءُ للصابِرين 🙏@najwakaram 🙇,None
276,@NajwaKaram شفنا مبارح كيف بتبرمي بتطيري طيران ما بيصير هيك🔫😩,Entertainment
277,بس مجبور تاخد هالقرار لان الظروف هيك بدا,None
278,@AdelsGrail ويندزور,None
279,@najwakaram يا قمر الحلوين💞 https://t.co/aZ6dHcmn7D,None
280,@EngHajjie بتصدق الحق معك ...أنا ما بحب اللزقة😌😁,None
281,@farah71180675 ابنها من في الصورة,None
282,@adelkaram9 إنسان غير كل الناس ❤ما بيجي لا قبلو ولا بعدو ...وما بيتكرر 😉ملاك الفرح جايّ من السما 💖 https://t.co/aMt3cyHZDu,None
283,@najwakaram ❤كنت بدني .. صرت 🙈يا دلّي مدري شو بِني .. شو بِني🙊#نجوى_كرم 😻بحبّك وَلَع يلّي هواكي بقلب قلبي انطبع😍https://t.co/z3RwgwoABA,Entertainment
284,#كاريكاتير حان موعد وجبة منتصف الليل https://t.co/QVAg5N4C0l,None
285,@crazygirl1055 @KfouryNarmen @samira_hn @asmaaziii @sanfuraroroلا مش مبسوطة إسأليني انا مديرة اعمالها كل ما نروح نشرب قهوة الكل بدو يتصور😒😂,None
286,@MaherHajAsad الخبرية كلها مالها أصل,None
287,بس عطيتو وج بيجحشهاد شعبك العظيم,None
288,جمعة مباركة سعد الغالي ويومك يارب كله فرح 🤗💛❤️🙏🏻 @saadlamjarred1 https://t.co/iX9d57Y2YZ,None
289,@najwakaram بحبك كتير اوكييي؟ بحببببكككك,Entertainment
290,@najwakaram عقلي تخرسن لساني تَبَلكَمْبوعد عطشان يا شفافي تبِلكُمْبكمّي الدمع مسحتو تبِلكِمْالدّمع جمَّر حرق كل… https://t.co/Is2EAfYia1,Entertainment
291,في أمل رتوتن اخواتي https://t.co/77qsYYWFPD,None
292,بتبيعا بالي 😂️😂️ https://t.co/W9ZmfGJuTQ,None
293,@KfouryNarmen @samira_hn @asmaaziii @crazygirl1055 @sanfuraroro حبيباتي انا ما بجيب غير يلي اخلاقن كاملة اهم الشي الاخلاق عندي 😂😂😂😅😁,None
294,كيف سأحبّكَ اليوم!! وأنا بهذه الأنوثة.. والجمال…. والعقل!!! https://t.co/LtQWk2h3qS,None
295,#هلق_تا_فقتي #WaelKfouryNewSong @kfourywael دخيل ربك ...🔥😘❤,None
296,@batoul_sharbek @Subae_Haitham شو بدّي بالأردن؟ منقول هون بالشام ريحته / ريحتك زكية، هديك زاكي بالأردني,None
297,الطيران ما طبيعيالطيارة العم تطلع عم يرج البيت بسببا شو فااااااا 😅😅😅,None
298,إذا أردت أن تتزوج تزوج امرأة تتقن الطبخ، لأن الجمال يذهب مع الزمن أما الجوع فلا. #نصيحة,None
299,@NK_Fans أيوااااا #هيدا_حكي_نجوى_كرم 😍🔥,None
300,لاعب منتخب #سورية حازم نو يبلغ نصف نهائى بطولة الهند الدولية لكرة المضرب #صورة_سورية https://t.co/Kcdfqb5czr,None
301,@najwakaram ما بعمرن كانو المناصب والمال سبب للتفاخر وكسب احترام الناس.. الإنسان بيكبر بثقافتو ووعيو وأخلاقو وهيك بيكسب محبة واحترام الناس,Entertainment
302,مشان يلي نق ع قصي خوليهي كمان جهاد عبدو أو كما أصبح يسمى Jayأنبحتو :3 https://t.co/fIuoLMgh2T,None
303,عيد نجوى وبخلص فحص وبينزل الألبوم كلو بيوم واحد!! لأ ما بتحمل هالقد انا 😭😭😭,None
304,@najwakaram #هيدا_حكي_نجوى_كرم ناطرينِك حُبّي,Entertainment
305,@JalalAzzawi انا غلطان,None
306,ياربّي فتحت الفيس طلعت بخلقتي يعني الكلّ متّفق عليي اليوم؟! 😂😭🤦🏻‍♀️ https://t.co/dqf5942BBO,None
307,خلتني قبل ما احلم بأي شي فكر بالموت وبعدا أحلم 💔علمتني استنى كل يوم دوري لانو بأي يوم ممكن موت 😞هل حرب كسرت قلبي 💔 https://t.co/bUXWhBnGPh,None
308,ما بقى قد ما فات بإذن الله .. مستنينك يا معلم .. الله سميع مجيب 🙏🏻 يا رب #كلنا_سعد_لمجرد https://t.co/bPaEoGRiBK,Religion
309,@RoulaChamieh @AnjoRihane شو بتطلع منك حلوة (فانزاتي حبيباتي ❤) في اهضم والذ منا ❤😍,None
310,مطولة فحوصاتكن؟,None
311,@najwakaram بكّيتينا من الصبّح ع هالصوت 😭💜#HabibiMin,Entertainment
312,يارب آمين 💔🙏🏻 https://t.co/PwgihepfxI,None
313,"يقول الإمام أبو حامد الغزالي: ""إنه لا يسارع إلى التكفير إلا الجهلة وينبغي الاحتراز من التكفير ما وجد الإنسان إلى ذلك سبيلا",None
314,البنت بس تحط آيلاينر https://t.co/SUG9joKzOg,None
315,@najwakaram دخيل كلامك يا أحلى شاعرة 😍😍💜,Entertainment
316,١. انقطاع التيار الكهربائي عن معظم المدن السورية ، و العاصمة دمشق تغرق في ظلام دامس نتيجة استهداف معمل غاز ايبلا في ريف حمص ،,Anti-Regime
317,@NajwaKaram بحبِّك 😔 https://t.co/p7jgNBBbGa,None
318,حلب✌❤ https://t.co/2is7gtbAuW,Aleppo
319,لأنو قبل ما اطلع بلشت العاصفة وصارت تتلج كتير لدرجة الدبب القطبية صارو عندنا بالحارة ما قدرت اطلع 🤕😂 https://t.co/f0xhPYi1DT,None
320,@J_AN_AS 😂😂😂دخيل عينك 😍😘,None
321,@najwakaram تصبَحي عَلى خَير و راحة بال 🙏❣,Entertainment
322,@sanfuraroro اي اي.. ما بحبو كلن بقولولي طولان😥😠😭💔 مع انو بيلتقى اطول مني,None
323,ما قطعو الانترنت، بس إنّو يا ريتن قطعوه..,None
324,@najwakaram يارَبّ إنّانسألُك أن تَجعل شَمس الأمان والسَكينة والطَمأنينة تُشرِق في قُلبِها فَهي في أشدّ الحَاجةإليها🕯🙏#GodBeWithNajwaKaram,Entertainment
325,@najwakaram يا حَبايب ما لِنا بالحُبّ حيلة.. لا تِلوموا عاشِق العين الكَحيلة💘#نجوى_كرم #يا_حبايب 💫https://t.co/EziFZRJtze,Entertainment
326,Hayda 7akeh teamتحية لكل فريق العمل ❤ ول لكل الي خلف الكواليس عم يتعبوا ❤@adelkaram9 @TareckKaram @Adele__J https://t.co/p9h6nz3Ga3,None
327,@LayaliKaram يا أحلى حدن جمعتني فيه الإيام.. اختي ورفيقتي وتوأم روحي وكلشي حلو انتييخلّيلي ياكي كلّ العمر ⁦🙌🏻⁩😭بحبّك قد الدّني وأكتر 💖,None
328,ما بدي شي غير تخلص هل حـرب 💔🙏😢,None
329,مابدي رتوت اليوم لذا سؤال جديد، كتاب أو مسلسل أو فيلم وجدتموه مبالغ بتقديره وخاب أملكم به بعد الإطلاع عليه,Entertainment
330,@najwakaram يا حياة قلبي يا انتيييي😭😭❤ https://t.co/TaYFi7Ztox,Entertainment
331,@mohammadseed9 حمدللن عالسلامة سيدوووف ، عرضية انشاء الله,None
332,@ROOOOOULA165 ألهاكم التكاثر كلا بل زرتم المقابر,None
333,#عاجل || تحليق طيران #الإحتلال_الروسي في سماء مدينة #دارة_عزة بريف #حلب الغربي و مضادات الثوار تتصدى لها https://t.co/G1kpngTERi,None
334,يا عيني لَخبّيه مَحدّ يدرى بيهغير القلب والروح وربّي اللّي أبدع بيهلولا حبيبي ملاك ربّي ما كمّلو.. 😍❤@NajwaKaram https://t.co/cNUNPVV6wy,Entertainment
335,@talmagh حميل معك بصلة,None
336,@emad966d @alaasaiid81 عندك باللاذقية… متطقة زغرين فيها محل بيشبه هيدا كتير…. كتير حلو,None
337,@YiuuJ @saadlamjarred1 شكراً وردة❤️❤️,None
338,@RanaSa1983 اي 😁😂😂😁😅كلها فوائد 😂😁,None
339,#حلبلم يعد فيها مكان آمن..حتى تحت الارضليس فيها حرمة لاحد #رجال #نساء #اطفال#حلب_تحترق… https://t.co/R4X5r2XTTO,None
340,@HayaMasarjiنحن الي قلنا من أول الحرب غير تلاتة ما منختار الله وسوريا و بشار و بعدنا عند كلامنا ✌❤✌,None
341,فيروزيات الصباح https://t.co/SF6D6dvrtp,None
342,اليوم السبت 14 محرم 1438 ﻫـ - 15 تشرين الأول 2016 م، صباحنا,None
343,"ميلشيا ""الإمام علي"" في #الحشد_الشيعي تتبرّأ من الإرهابي القذر ""أبو عزرائيل"" والأخير ينفي.لعنة الله عليهم أجمعين. https://t.co/KyQtko3TaU",None
344,إن المعلوم في هذا الكون يلعب مع المجهول لعبة التخفي.,None
